DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,211,2003,00,5929,000,00,29600,08MAR2004
003801,211,2003,11,6112,001,30,25,08MAR2004
003801,211,2003,11,6119,001,30,29152,08MAR2004
003801,211,2003,11,6141,001,30,423,08MAR2004
003801,224,2003,00,5929,000,00,21693,08MAR2004
003801,224,2003,11,6119,001,23,13339,08MAR2004
003801,224,2003,11,6141,001,23,195,08MAR2004
003801,224,2003,11,6142,001,23,1325,08MAR2004
003801,224,2003,11,6219,001,23,6447,08MAR2004
003801,224,2003,11,6411,001,23,387,08MAR2004
003801,225,2003,00,5929,000,00,1553,08MAR2004
003801,225,2003,11,6219,001,23,1553,08MAR2004
003801,240,2003,00,5751,000,00,39990,08MAR2004
003801,240,2003,00,5829,000,00,782,08MAR2004
003801,240,2003,00,5921,000,00,12079,08MAR2004
003801,240,2003,00,5922,000,00,32872,08MAR2004
003801,240,2003,35,6129,999,99,46069,08MAR2004
003801,240,2003,35,6141,999,99,637,08MAR2004
003801,240,2003,35,6142,999,99,2700,08MAR2004
003801,240,2003,35,6249,999,99,701,08MAR2004
003801,240,2003,35,6259,999,99,2159,08MAR2004
003801,240,2003,35,6341,999,99,27837,08MAR2004
003801,240,2003,35,6342,999,99,3555,08MAR2004
003801,240,2003,35,6343,999,99,6034,08MAR2004
003801,240,2003,35,6344,999,99,512,08MAR2004
003801,240,2003,35,6349,999,99,1913,08MAR2004
003801,240,2003,35,6399,999,99,120,08MAR2004
003801,240,2003,35,6411,999,99,764,08MAR2004
003801,240,2003,35,6499,999,99,220,08MAR2004
003801,255,2003,00,5929,000,00,8818,08MAR2004
003801,255,2003,11,6119,001,30,8692,08MAR2004
003801,255,2003,11,6141,001,30,126,08MAR2004
003801,262,2003,00,5929,000,00,919,08MAR2004
003801,262,2003,11,6411,001,30,919,08MAR2004
003801,269,2003,00,5929,000,00,702,08MAR2004
003801,269,2003,11,6399,001,30,702,08MAR2004
003801,404,2003,00,5829,000,00,11604,08MAR2004
003801,404,2003,11,6119,001,11,7194,08MAR2004
003801,404,2003,11,6129,001,11,4767,08MAR2004
003801,404,2003,11,6141,001,11,104,08MAR2004
003801,404,2003,11,6329,001,11,4677,08MAR2004
003801,404,2003,11,6339,001,11,149,08MAR2004
003801,404,2003,11,6399,001,11,171,08MAR2004
003801,404,2003,11,6411,001,11,1088,08MAR2004
003801,411,2003,00,5829,000,00,4513,08MAR2004
003801,413,2003,00,5839,000,00,83997,08MAR2004
003801,413,2003,11,6121,001,11,6000,08MAR2004
003801,413,2003,11,6399,001,11,56282,08MAR2004
003801,413,2003,11,6411,001,11,5200,08MAR2004
003801,413,2003,12,6399,001,11,1760,08MAR2004
003801,413,2003,12,6411,001,11,1000,08MAR2004
003801,418,2003,00,5832,000,00,35583,08MAR2004
003801,418,2003,11,6132,999,99,23082,08MAR2004
003801,418,2003,11,6141,999,99,288,08MAR2004
003801,418,2003,12,6132,999,99,1000,08MAR2004
003801,418,2003,12,6141,999,99,13,08MAR2004
003801,418,2003,23,6132,999,99,1000,08MAR2004
003801,418,2003,23,6141,999,99,15,08MAR2004
003801,418,2003,31,6132,999,99,1000,08MAR2004
003801,418,2003,31,6141,999,99,15,08MAR2004
003801,418,2003,33,6132,999,99,1000,08MAR2004
003801,418,2003,33,6141,999,99,12,08MAR2004
003801,418,2003,35,6132,999,99,4000,08MAR2004
003801,418,2003,35,6141,999,99,56,08MAR2004
003801,418,2003,41,6132,701,99,1000,08MAR2004
003801,418,2003,41,6141,701,99,14,08MAR2004
