DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,211,2008,11,6239,001,30,1080,21FEB2009
003801,224,2008,11,6129,001,23,1976,21FEB2009
003801,240,2008,00,5829,000,00,1009,21FEB2009
003801,240,2008,35,6141,999,99,1124,21FEB2009
003801,240,2008,35,6343,999,99,9049,21FEB2009
003801,255,2008,00,5929,000,00,17107,21FEB2009
003801,255,2008,41,6399,750,30,-253,21FEB2009
003801,411,2008,00,5829,000,00,8652,21FEB2009
003801,411,2008,53,6145,001,99,23,21FEB2009
003801,420,2008,00,5769,000,00,18435,21FEB2009
003801,420,2008,00,5839,000,00,1721,21FEB2009
003801,420,2008,11,6142,001,11,37747,21FEB2009
003801,420,2008,11,6145,001,23,35,21FEB2009
003801,420,2008,11,6219,001,23,16235,21FEB2009
003801,420,2008,11,6249,001,11,177,21FEB2009
003801,420,2008,11,6249,001,24,4,21FEB2009
003801,420,2008,11,6249,001,30,1,21FEB2009
003801,420,2008,11,6399,001,11,32661,21FEB2009
003801,420,2008,11,6399,001,24,0,21FEB2009
003801,420,2008,11,6399,001,30,0,21FEB2009
003801,420,2008,11,6499,001,23,235,21FEB2009
003801,420,2008,23,6145,001,11,1073,21FEB2009
003801,420,2008,33,6141,001,11,409,21FEB2009
003801,420,2008,33,6141,001,24,10,21FEB2009
003801,420,2008,33,6141,001,30,2,21FEB2009
003801,420,2008,36,6119,001,91,509,21FEB2009
003801,420,2008,41,6129,750,99,7570,21FEB2009
003801,420,2008,41,6139,701,99,417,21FEB2009
003801,420,2008,41,6143,750,99,98,21FEB2009
003801,420,2008,41,6411,750,99,5870,21FEB2009
003801,420,2008,51,6129,999,99,46981,21FEB2009
003801,420,2008,51,6143,999,99,596,21FEB2009
003801,420,2008,51,6269,999,99,10346,21FEB2009
003801,420,2008,51,6299,999,99,9794,21FEB2009
003801,420,2008,53,6499,750,99,3545,21FEB2009
003801,211,2008,11,6141,001,30,772,21FEB2009
003801,225,2008,11,6219,001,23,1602,21FEB2009
003801,240,2008,00,5749,000,00,70,21FEB2009
003801,240,2008,35,6142,999,99,12768,21FEB2009
003801,240,2008,35,6399,999,99,-8028,21FEB2009
003801,255,2008,00,3600,000,00,2132,21FEB2009
003801,401,2008,11,6143,001,24,3,21FEB2009
003801,404,2008,00,3600,000,00,-8430,21FEB2009
003801,411,2008,53,6146,001,99,35,21FEB2009
003801,420,2008,00,5759,000,00,4437,21FEB2009
003801,420,2008,11,6119,001,23,-20165,21FEB2009
003801,420,2008,11,6129,001,11,38315,21FEB2009
003801,420,2008,11,6129,001,24,13910,21FEB2009
003801,420,2008,11,6143,001,11,21563,21FEB2009
003801,420,2008,11,6143,001,24,7,21FEB2009
003801,420,2008,11,6143,001,30,2,21FEB2009
003801,420,2008,11,6146,001,23,11,21FEB2009
003801,420,2008,11,6269,001,11,1741,21FEB2009
003801,420,2008,11,6299,001,11,73,21FEB2009
003801,420,2008,11,6299,001,24,2,21FEB2009
003801,420,2008,11,6299,001,30,0,21FEB2009
003801,420,2008,11,6411,001,11,9354,21FEB2009
003801,420,2008,12,6399,001,11,36,21FEB2009
003801,420,2008,12,6399,001,24,1,21FEB2009
003801,420,2008,12,6399,001,30,0,21FEB2009
