DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,204,2004,00,5929,000,00,1149,26FEB2005
003801,204,2004,11,6399,001,30,1149,26FEB2005
003801,211,2004,00,5929,000,00,37311,26FEB2005
003801,211,2004,11,6119,001,30,33126,26FEB2005
003801,211,2004,11,6141,001,30,406,26FEB2005
003801,211,2004,11,6142,001,30,3084,26FEB2005
003801,211,2004,11,6146,001,30,131,26FEB2005
003801,211,2004,11,6239,001,30,564,26FEB2005
003801,224,2004,00,5929,000,00,28929,26FEB2005
003801,224,2004,11,6119,001,23,14713,26FEB2005
003801,224,2004,11,6129,001,23,4546,26FEB2005
003801,224,2004,11,6141,001,23,145,26FEB2005
003801,224,2004,11,6142,001,23,540,26FEB2005
003801,224,2004,11,6146,001,23,41,26FEB2005
003801,224,2004,11,6219,001,23,7895,26FEB2005
003801,224,2004,11,6339,001,23,1049,26FEB2005
003801,225,2004,00,5929,000,00,1552,26FEB2005
003801,225,2004,11,6219,001,23,1552,26FEB2005
003801,240,2004,00,5751,000,00,40476,26FEB2005
003801,240,2004,00,5921,000,00,16661,26FEB2005
003801,240,2004,00,5922,000,00,44713,26FEB2005
003801,240,2004,35,6129,999,99,44244,26FEB2005
003801,240,2004,35,6141,999,99,977,26FEB2005
003801,240,2004,35,6142,999,99,2430,26FEB2005
003801,240,2004,35,6146,999,99,149,26FEB2005
003801,240,2004,35,6249,999,99,591,26FEB2005
003801,240,2004,35,6259,999,99,1903,26FEB2005
003801,240,2004,35,6341,999,99,34500,26FEB2005
003801,240,2004,35,6342,999,99,4627,26FEB2005
003801,240,2004,35,6343,999,99,8037,26FEB2005
003801,240,2004,35,6344,999,99,827,26FEB2005
003801,240,2004,35,6349,999,99,917,26FEB2005
003801,240,2004,35,6399,999,99,1141,26FEB2005
003801,240,2004,35,6411,999,99,820,26FEB2005
003801,240,2004,35,6499,999,99,130,26FEB2005
003801,255,2004,00,5929,000,00,10070,26FEB2005
003801,255,2004,11,6119,001,30,9380,26FEB2005
003801,255,2004,11,6141,001,30,134,26FEB2005
003801,255,2004,11,6146,001,30,38,26FEB2005
003801,255,2004,11,6239,001,11,518,26FEB2005
003801,262,2004,00,5929,000,00,1037,26FEB2005
003801,262,2004,11,6299,001,30,438,26FEB2005
003801,262,2004,11,6499,001,30,599,26FEB2005
003801,269,2004,00,5929,000,00,965,26FEB2005
003801,269,2004,11,6399,001,11,965,26FEB2005
003801,404,2004,00,5829,000,00,10843,26FEB2005
003801,404,2004,11,6119,001,11,10147,26FEB2005
003801,404,2004,11,6141,001,11,92,26FEB2005
003801,411,2004,00,5829,000,00,5647,26FEB2005
