DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,211,2007,00,3600,000,00,-16634,03MAR2008
003801,211,2007,00,5831,000,00,2056,03MAR2008
003801,211,2007,00,5929,000,00,57318,03MAR2008
003801,211,2007,11,6119,001,30,33821,03MAR2008
003801,211,2007,11,6129,001,30,5237,03MAR2008
003801,211,2007,11,6141,001,30,749,03MAR2008
003801,211,2007,11,6142,001,30,2777,03MAR2008
003801,211,2007,11,6144,001,30,2056,03MAR2008
003801,211,2007,11,6145,001,30,539,03MAR2008
003801,211,2007,11,6146,001,30,233,03MAR2008
003801,211,2007,11,6239,001,11,564,03MAR2008
003801,211,2007,11,6321,001,11,2304,03MAR2008
003801,211,2007,11,6399,001,30,4021,03MAR2008
003801,224,2007,00,3600,000,00,-16004,03MAR2008
003801,224,2007,00,5929,000,00,38183,03MAR2008
003801,224,2007,11,6119,001,23,3900,03MAR2008
003801,224,2007,11,6129,001,23,350,03MAR2008
003801,224,2007,11,6219,001,23,7547,03MAR2008
003801,224,2007,11,6399,001,23,1170,03MAR2008
003801,224,2007,11,6411,001,23,167,03MAR2008
003801,225,2007,00,3600,000,00,1500,03MAR2008
003801,225,2007,00,5929,000,00,1584,03MAR2008
003801,240,2007,00,3450,000,00,2757,03MAR2008
003801,240,2007,00,3600,000,00,23328,03MAR2008
003801,240,2007,00,5751,000,00,56727,03MAR2008
003801,240,2007,00,5829,000,00,852,03MAR2008
003801,240,2007,00,5831,000,00,3489,03MAR2008
003801,240,2007,00,5921,000,00,19076,03MAR2008
003801,240,2007,00,5922,000,00,57532,03MAR2008
003801,240,2007,35,6129,999,99,63992,03MAR2008
003801,240,2007,35,6141,999,99,919,03MAR2008
003801,240,2007,35,6142,999,99,8964,03MAR2008
003801,240,2007,35,6144,999,99,3489,03MAR2008
003801,240,2007,35,6145,999,99,1604,03MAR2008
003801,240,2007,35,6146,999,99,2055,03MAR2008
003801,240,2007,35,6149,999,99,1015,03MAR2008
003801,240,2007,35,6249,999,99,1471,03MAR2008
003801,240,2007,35,6341,999,99,49007,03MAR2008
003801,240,2007,35,6342,999,99,7244,03MAR2008
003801,240,2007,35,6343,999,99,12858,03MAR2008
003801,240,2007,35,6344,999,99,500,03MAR2008
003801,240,2007,35,6349,999,99,358,03MAR2008
003801,240,2007,35,6399,999,99,399,03MAR2008
003801,240,2007,35,6411,999,99,1362,03MAR2008
003801,240,2007,35,6499,999,99,12583,03MAR2008
003801,255,2007,00,3600,000,00,-16345,03MAR2008
003801,255,2007,00,5831,000,00,543,03MAR2008
003801,255,2007,00,5929,000,00,14203,03MAR2008
003801,255,2007,11,6119,001,11,4620,03MAR2008
003801,255,2007,11,6141,001,11,61,03MAR2008
003801,255,2007,11,6142,001,11,398,03MAR2008
003801,255,2007,11,6144,001,11,277,03MAR2008
003801,255,2007,11,6145,001,11,75,03MAR2008
003801,255,2007,11,6146,001,11,25,03MAR2008
003801,255,2007,23,6119,001,30,4875,03MAR2008
003801,255,2007,23,6141,001,30,66,03MAR2008
003801,255,2007,23,6142,001,30,208,03MAR2008
003801,255,2007,23,6144,001,30,265,03MAR2008
003801,255,2007,23,6145,001,30,34,03MAR2008
003801,255,2007,23,6146,001,30,27,03MAR2008
003801,255,2007,41,6239,701,23,1428,03MAR2008
003801,262,2007,00,3600,000,00,-359,03MAR2008
003801,269,2007,00,3600,000,00,203,03MAR2008
003801,269,2007,00,5929,000,00,565,03MAR2008
003801,272,2007,00,5839,000,00,18,03MAR2008
003801,404,2007,00,3600,000,00,-5030,03MAR2008
003801,404,2007,00,5829,000,00,20127,03MAR2008
003801,404,2007,00,5831,000,00,379,03MAR2008
003801,404,2007,11,6119,001,24,13703,03MAR2008
003801,404,2007,11,6129,001,99,2055,03MAR2008
003801,404,2007,11,6141,001,24,199,03MAR2008
003801,404,2007,11,6141,001,99,64,03MAR2008
003801,404,2007,11,6144,001,24,292,03MAR2008
003801,404,2007,11,6144,001,99,88,03MAR2008
003801,404,2007,11,6145,001,24,231,03MAR2008
003801,404,2007,11,6145,001,99,32,03MAR2008
003801,404,2007,11,6146,001,24,27,03MAR2008
003801,404,2007,11,6146,001,99,8,03MAR2008
003801,404,2007,11,6219,001,24,13893,03MAR2008
003801,404,2007,11,6329,001,24,1931,03MAR2008
003801,404,2007,11,6399,001,11,470,03MAR2008
003801,411,2007,00,3600,000,00,-4594,03MAR2008
003801,411,2007,00,5829,000,00,6930,03MAR2008
003801,411,2007,00,5831,000,00,281,03MAR2008
003801,411,2007,53,6129,001,99,6266,03MAR2008
003801,411,2007,53,6141,001,99,356,03MAR2008
003801,411,2007,53,6144,001,99,281,03MAR2008
003801,411,2007,53,6145,001,99,75,03MAR2008
003801,411,2007,53,6146,001,99,169,03MAR2008
003801,420,2007,00,3600,000,00,600402,03MAR2008
003801,420,2007,00,5729,000,00,6082,03MAR2008
