DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,211,2006,00,3600,000,00,-40900,03MAR2007
003801,211,2006,00,5929,000,00,56621,03MAR2007
003801,211,2006,11,6119,001,30,38478,03MAR2007
003801,211,2006,11,6129,001,30,5344,03MAR2007
003801,211,2006,11,6141,001,30,1077,03MAR2007
003801,211,2006,11,6142,001,30,1498,03MAR2007
003801,211,2006,11,6145,001,30,566,03MAR2007
003801,211,2006,11,6146,001,30,270,03MAR2007
003801,211,2006,11,6239,001,30,564,03MAR2007
003801,211,2006,11,6339,001,11,2038,03MAR2007
003801,211,2006,11,6499,001,30,212,03MAR2007
003801,211,2006,13,6419,001,30,2650,03MAR2007
003801,224,2006,00,3600,000,00,-28430,03MAR2007
003801,224,2006,00,5929,000,00,41288,03MAR2007
003801,224,2006,11,6112,001,23,4285,03MAR2007
003801,224,2006,11,6219,001,23,31680,03MAR2007
003801,224,2006,11,6399,001,23,1804,03MAR2007
003801,224,2006,11,6411,001,23,215,03MAR2007
003801,225,2006,00,5929,000,00,1575,03MAR2007
003801,225,2006,11,6119,001,23,1575,03MAR2007
003801,240,2006,00,3450,000,00,-8314,03MAR2007
003801,240,2006,00,3600,000,00,25482,03MAR2007
003801,240,2006,00,5751,000,00,40915,03MAR2007
003801,240,2006,00,5829,000,00,784,03MAR2007
003801,240,2006,00,5921,000,00,21900,03MAR2007
003801,240,2006,00,5922,000,00,49527,03MAR2007
003801,240,2006,35,6129,999,99,26567,03MAR2007
003801,240,2006,35,6141,999,99,1097,03MAR2007
003801,240,2006,35,6142,999,99,5976,03MAR2007
003801,240,2006,35,6145,999,99,1045,03MAR2007
003801,240,2006,35,6146,999,99,1160,03MAR2007
003801,240,2006,35,6249,999,99,1995,03MAR2007
003801,240,2006,35,6341,999,99,53759,03MAR2007
003801,240,2006,35,6342,999,99,4270,03MAR2007
003801,240,2006,35,6343,999,99,7160,03MAR2007
003801,240,2006,35,6344,999,99,5057,03MAR2007
003801,240,2006,35,6349,999,99,5790,03MAR2007
003801,240,2006,35,6399,999,99,7835,03MAR2007
003801,240,2006,35,6411,999,99,1468,03MAR2007
003801,240,2006,35,6499,999,99,3967,03MAR2007
003801,240,2006,51,6249,999,99,390,03MAR2007
003801,255,2006,00,3600,000,00,-10557,03MAR2007
003801,255,2006,00,5929,000,00,10045,03MAR2007
003801,255,2006,11,6119,001,30,3861,03MAR2007
003801,255,2006,11,6141,001,30,50,03MAR2007
003801,255,2006,11,6142,001,30,187,03MAR2007
003801,255,2006,11,6145,001,30,43,03MAR2007
003801,255,2006,11,6146,001,30,14,03MAR2007
003801,255,2006,23,6119,001,30,2535,03MAR2007
003801,255,2006,23,6141,001,30,181,03MAR2007
003801,255,2006,23,6142,001,30,560,03MAR2007
003801,255,2006,23,6145,001,30,85,03MAR2007
003801,255,2006,23,6146,001,30,64,03MAR2007
003801,255,2006,41,6239,750,99,1713,03MAR2007
003801,262,2006,00,5929,000,00,1000,03MAR2007
003801,262,2006,41,6119,701,99,173,03MAR2007
003801,262,2006,41,6239,750,99,827,03MAR2007
003801,404,2006,00,3600,000,00,-159,03MAR2007
003801,404,2006,00,5829,000,00,21640,03MAR2007
003801,404,2006,11,6119,001,24,15946,03MAR2007
003801,404,2006,11,6129,001,11,181,03MAR2007
003801,404,2006,11,6141,001,24,202,03MAR2007
003801,404,2006,11,6145,001,24,246,03MAR2007
003801,404,2006,11,6146,001,24,110,03MAR2007
003801,411,2006,00,3600,000,00,-6383,03MAR2007
003801,411,2006,00,5829,000,00,4923,03MAR2007
003801,411,2006,11,6141,001,11,484,03MAR2007
003801,411,2006,11,6145,001,11,126,03MAR2007
003801,411,2006,53,6129,001,99,2281,03MAR2007
003801,411,2006,53,6141,001,99,563,03MAR2007
003801,411,2006,53,6145,001,99,207,03MAR2007
003801,418,2006,00,3600,000,00,1603,03MAR2007
003801,418,2006,00,5832,000,00,13750,03MAR2007
003801,418,2006,11,6132,001,11,10175,03MAR2007
003801,418,2006,11,6132,001,30,501,03MAR2007
003801,418,2006,11,6141,001,11,104,03MAR2007
003801,418,2006,11,6141,001,30,7,03MAR2007
003801,418,2006,11,6145,001,11,77,03MAR2007
003801,418,2006,11,6145,001,30,6,03MAR2007
003801,418,2006,23,6132,001,11,1000,03MAR2007
003801,418,2006,23,6141,001,11,14,03MAR2007
003801,418,2006,23,6145,001,11,17,03MAR2007
003801,418,2006,31,6132,001,11,100,03MAR2007
003801,418,2006,31,6132,001,23,400,03MAR2007
003801,418,2006,31,6141,001,11,1,03MAR2007
003801,418,2006,31,6141,001,23,6,03MAR2007
003801,418,2006,31,6145,001,11,1,03MAR2007
003801,418,2006,31,6145,001,23,5,03MAR2007
003801,418,2006,33,6132,999,99,500,03MAR2007
003801,418,2006,33,6141,999,99,6,03MAR2007
003801,418,2006,33,6145,999,99,9,03MAR2007
003801,418,2006,35,6132,999,99,1500,03MAR2007
003801,418,2006,35,6141,999,99,22,03MAR2007
003801,418,2006,35,6145,999,99,32,03MAR2007
003801,418,2006,51,6132,999,99,417,03MAR2007
003801,418,2006,51,6141,999,99,6,03MAR2007
003801,418,2006,51,6145,999,99,10,03MAR2007
003801,418,2006,53,6132,750,99,425,03MAR2007
003801,418,2006,53,6141,750,99,6,03MAR2007
003801,418,2006,53,6145,750,99,6,03MAR2007
003801,420,2006,00,3600,000,00,549754,03MAR2007
003801,420,2006,00,5729,000,00,21049,03MAR2007
003801,420,2006,00,5742,000,00,16,03MAR2007
003801,420,2006,00,5744,000,00,62668,03MAR2007
003801,420,2006,00,5749,000,00,50015,03MAR2007
003801,420,2006,00,5769,000,00,22371,03MAR2007
003801,420,2006,00,5812,000,00,1179551,03MAR2007
003801,420,2006,00,5831,000,00,44865,03MAR2007
003801,420,2006,00,5929,000,00,759,03MAR2007
003801,420,2006,11,6112,001,11,5989,03MAR2007
003801,420,2006,11,6119,001,11,425241,03MAR2007
003801,420,2006,11,6119,001,30,18765,03MAR2007
003801,420,2006,11,6129,001,11,2966,03MAR2007
003801,420,2006,11,6129,001,23,875,03MAR2007
003801,420,2006,11,6129,001,30,5648,03MAR2007
003801,420,2006,11,6141,001,11,6655,03MAR2007
003801,420,2006,11,6141,001,30,1053,03MAR2007
003801,420,2006,11,6142,001,11,31789,03MAR2007
003801,420,2006,11,6144,999,99,27348,03MAR2007
003801,420,2006,11,6145,001,11,5986,03MAR2007
003801,420,2006,11,6145,001,30,550,03MAR2007
003801,420,2006,11,6145,999,99,2347,03MAR2007
003801,420,2006,11,6146,001,11,7159,03MAR2007
003801,420,2006,11,6146,001,30,73,03MAR2007
003801,420,2006,11,6149,001,11,11458,03MAR2007
003801,420,2006,11,6219,001,23,8720,03MAR2007
003801,420,2006,11,6239,001,11,315,03MAR2007
003801,420,2006,11,6249,999,99,1614,03MAR2007
003801,420,2006,11,6269,001,11,10,03MAR2007
003801,420,2006,11,6299,001,11,2423,03MAR2007
003801,420,2006,11,6329,001,11,254,03MAR2007
003801,420,2006,11,6339,001,11,3832,03MAR2007
003801,420,2006,11,6399,001,11,13505,03MAR2007
003801,420,2006,11,6399,001,23,346,03MAR2007
003801,420,2006,11,6411,001,11,1048,03MAR2007
003801,420,2006,11,6412,001,11,90,03MAR2007
003801,420,2006,11,6449,001,99,34600,03MAR2007
003801,420,2006,11,6499,001,23,-1012,03MAR2007
003801,420,2006,11,6499,999,99,2038,03MAR2007
003801,420,2006,12,6119,001,30,1220,03MAR2007
003801,420,2006,12,6141,001,30,93,03MAR2007
003801,420,2006,12,6145,001,30,22,03MAR2007
003801,420,2006,21,6219,001,99,120,03MAR2007
003801,420,2006,23,6119,001,11,17472,03MAR2007
003801,420,2006,23,6129,001,11,67561,03MAR2007
003801,420,2006,23,6141,001,11,1169,03MAR2007
003801,420,2006,23,6142,001,11,3735,03MAR2007
003801,420,2006,23,6144,999,99,6190,03MAR2007
003801,420,2006,23,6145,001,11,1373,03MAR2007
003801,420,2006,23,6146,001,11,468,03MAR2007
003801,420,2006,23,6399,999,99,1349,03MAR2007
003801,420,2006,23,6499,999,99,187,03MAR2007
003801,420,2006,31,6119,001,11,7360,03MAR2007
003801,420,2006,31,6119,001,23,33110,03MAR2007
003801,420,2006,31,6141,001,11,94,03MAR2007
003801,420,2006,31,6141,001,23,479,03MAR2007
003801,420,2006,31,6144,999,99,2160,03MAR2007
003801,420,2006,31,6145,001,11,80,03MAR2007
003801,420,2006,31,6145,001,23,468,03MAR2007
003801,420,2006,31,6146,001,11,46,03MAR2007
003801,420,2006,31,6146,001,23,191,03MAR2007
003801,420,2006,31,6249,001,23,275,03MAR2007
003801,420,2006,31,6319,001,23,55,03MAR2007
003801,420,2006,31,6339,001,11,209,03MAR2007
003801,420,2006,31,6399,001,23,3307,03MAR2007
003801,420,2006,31,6411,001,11,313,03MAR2007
003801,420,2006,31,6411,001,23,244,03MAR2007
003801,420,2006,33,6119,999,99,19608,03MAR2007
003801,420,2006,33,6141,999,99,222,03MAR2007
003801,420,2006,33,6142,999,99,2988,03MAR2007
003801,420,2006,33,6144,999,99,1000,03MAR2007
003801,420,2006,33,6145,999,99,348,03MAR2007
003801,420,2006,33,6146,999,99,297,03MAR2007
003801,420,2006,33,6399,999,99,560,03MAR2007
003801,420,2006,33,6411,999,99,85,03MAR2007
003801,420,2006,35,6144,999,99,3011,03MAR2007
003801,420,2006,35,6399,999,99,1895,03MAR2007
003801,420,2006,41,6119,701,99,34489,03MAR2007
003801,420,2006,41,6119,750,99,13079,03MAR2007
003801,420,2006,41,6129,750,99,6565,03MAR2007
003801,420,2006,41,6141,701,99,439,03MAR2007
003801,420,2006,41,6141,750,99,278,03MAR2007
003801,420,2006,41,6142,701,99,1494,03MAR2007
003801,420,2006,41,6144,701,99,3208,03MAR2007
003801,420,2006,41,6145,701,99,255,03MAR2007
003801,420,2006,41,6145,750,99,197,03MAR2007
003801,420,2006,41,6146,701,99,156,03MAR2007
003801,420,2006,41,6146,750,99,105,03MAR2007
003801,420,2006,41,6219,750,99,1125,03MAR2007
003801,420,2006,41,6239,750,99,9142,03MAR2007
003801,420,2006,41,6399,701,99,1402,03MAR2007
003801,420,2006,41,6411,701,99,745,03MAR2007
003801,420,2006,41,6411,750,99,269,03MAR2007
003801,420,2006,41,6499,701,99,1489,03MAR2007
003801,420,2006,41,6499,702,99,39,03MAR2007
003801,420,2006,51,6129,999,99,28179,03MAR2007
003801,420,2006,51,6141,999,99,396,03MAR2007
003801,420,2006,51,6142,999,99,2988,03MAR2007
003801,420,2006,51,6144,999,99,1687,03MAR2007
003801,420,2006,51,6145,999,99,591,03MAR2007
003801,420,2006,51,6146,999,99,150,03MAR2007
003801,420,2006,51,6219,001,99,196,03MAR2007
003801,420,2006,51,6249,999,99,490,03MAR2007
003801,420,2006,51,6259,999,23,85,03MAR2007
003801,420,2006,51,6259,999,99,53264,03MAR2007
003801,420,2006,51,6269,999,99,114037,03MAR2007
003801,420,2006,51,6299,999,99,786,03MAR2007
003801,420,2006,51,6319,999,99,1108,03MAR2007
003801,420,2006,51,6399,999,99,387,03MAR2007
003801,420,2006,51,6429,999,99,2616,03MAR2007
003801,420,2006,51,6499,999,99,954,03MAR2007
003801,420,2006,51,6523,999,99,228,03MAR2007
003801,420,2006,51,6599,999,99,56,03MAR2007
003801,420,2006,53,6119,750,99,34573,03MAR2007
003801,420,2006,53,6141,750,99,501,03MAR2007
003801,420,2006,53,6144,999,99,1863,03MAR2007
003801,420,2006,53,6145,750,99,414,03MAR2007
003801,420,2006,53,6146,750,99,163,03MAR2007
003801,420,2006,53,6212,750,99,7550,03MAR2007
003801,420,2006,53,6239,999,99,11132,03MAR2007
