DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,199,2001,00,3600,000,00,59188,06MAR2002
003801,199,2001,00,5744,000,00,54715,06MAR2002
003801,199,2001,00,5749,000,00,11852,06MAR2002
003801,199,2001,00,5759,000,00,33349,06MAR2002
003801,199,2001,00,5812,000,00,917601,06MAR2002
003801,199,2001,00,5831,000,00,49456,06MAR2002
003801,199,2001,11,6112,001,11,18200,06MAR2002
003801,199,2001,11,6119,001,11,617309,06MAR2002
003801,199,2001,11,6119,001,23,60577,06MAR2002
003801,199,2001,11,6129,001,11,18834,06MAR2002
003801,199,2001,11,6129,001,23,894,06MAR2002
003801,199,2001,11,6142,001,11,20839,06MAR2002
003801,199,2001,11,6143,001,11,4391,06MAR2002
003801,199,2001,11,6219,001,23,8525,06MAR2002
003801,199,2001,11,6239,001,11,1416,06MAR2002
003801,199,2001,11,6239,001,23,81,06MAR2002
003801,199,2001,11,6249,001,11,5452,06MAR2002
003801,199,2001,11,6249,001,23,311,06MAR2002
003801,199,2001,11,6321,001,11,836,06MAR2002
003801,199,2001,11,6339,001,11,834,06MAR2002
003801,199,2001,11,6399,001,11,50599,06MAR2002
003801,199,2001,11,6399,001,23,3077,06MAR2002
003801,199,2001,11,6411,001,11,2437,06MAR2002
003801,199,2001,11,6429,001,11,2956,06MAR2002
003801,199,2001,11,6429,001,23,169,06MAR2002
003801,199,2001,11,6499,001,11,1158,06MAR2002
003801,199,2001,11,6499,001,23,66,06MAR2002
003801,199,2001,11,6529,001,11,15529,06MAR2002
003801,199,2001,11,6529,001,23,886,06MAR2002
003801,199,2001,13,6399,001,11,5,06MAR2002
003801,199,2001,23,6119,001,11,24444,06MAR2002
003801,199,2001,23,6129,001,11,7731,06MAR2002
003801,199,2001,33,6119,001,11,14550,06MAR2002
003801,199,2001,33,6119,001,23,830,06MAR2002
003801,199,2001,33,6399,001,11,1439,06MAR2002
003801,199,2001,33,6399,001,23,82,06MAR2002
003801,199,2001,36,6399,999,99,7980,06MAR2002
003801,199,2001,41,6211,750,99,11847,06MAR2002
003801,199,2001,41,6212,750,99,5,06MAR2002
003801,199,2001,41,6599,750,99,201,06MAR2002
003801,199,2001,51,6129,999,99,4040,06MAR2002
003801,199,2001,51,6259,999,99,45650,06MAR2002
003801,199,2001,51,6269,999,99,60795,06MAR2002
003801,199,2001,51,6319,999,99,31741,06MAR2002
003801,199,2001,51,6449,999,99,15236,06MAR2002
003801,199,2001,53,6119,999,99,21641,06MAR2002
003801,199,2001,61,6129,999,11,11810,06MAR2002
003801,199,2001,61,6343,999,99,596,06MAR2002
003801,199,2001,61,6349,999,99,1067,06MAR2002
