DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,ACTAMT,DTUPDATE
003801,211,2002,00,5929,000,00,14109,09MAR2003
003801,211,2002,11,6112,001,24,1347,09MAR2003
003801,211,2002,11,6119,001,24,11856,09MAR2003
003801,211,2002,11,6141,001,24,171,09MAR2003
003801,211,2002,11,6142,001,24,735,09MAR2003
003801,224,2002,00,5929,000,00,24687,09MAR2003
003801,224,2002,11,6119,001,23,8453,09MAR2003
003801,224,2002,11,6129,001,23,1723,09MAR2003
003801,224,2002,11,6141,001,23,148,09MAR2003
003801,224,2002,11,6142,001,23,579,09MAR2003
003801,224,2002,11,6219,001,23,5542,09MAR2003
003801,224,2002,11,6411,001,23,523,09MAR2003
003801,224,2002,31,6339,001,23,2209,09MAR2003
003801,224,2002,31,6399,001,23,5238,09MAR2003
003801,224,2002,31,6411,001,23,188,09MAR2003
003801,224,2002,31,6499,001,23,90,09MAR2003
003801,225,2002,00,5929,000,00,1581,09MAR2003
003801,225,2002,11,6219,001,23,1460,09MAR2003
003801,225,2002,11,6339,001,23,121,09MAR2003
003801,235,2002,00,5929,000,00,985,09MAR2003
003801,235,2002,11,6411,001,11,985,09MAR2003
003801,240,2002,00,5751,000,00,34751,09MAR2003
003801,240,2002,00,5921,000,00,3162,09MAR2003
003801,240,2002,00,5922,000,00,36056,09MAR2003
003801,240,2002,00,5923,000,00,1373,09MAR2003
003801,240,2002,35,6129,999,99,35299,09MAR2003
003801,240,2002,35,6141,999,99,545,09MAR2003
003801,240,2002,35,6142,999,99,1734,09MAR2003
003801,240,2002,35,6249,999,99,691,09MAR2003
003801,240,2002,35,6319,999,99,425,09MAR2003
003801,240,2002,35,6341,999,99,29703,09MAR2003
003801,240,2002,35,6342,999,99,4275,09MAR2003
003801,240,2002,35,6343,999,99,8630,09MAR2003
003801,240,2002,35,6344,999,99,1373,09MAR2003
003801,240,2002,35,6349,999,99,268,09MAR2003
003801,240,2002,35,6399,999,99,826,09MAR2003
003801,240,2002,35,6411,999,99,870,09MAR2003
003801,240,2002,35,6499,999,99,100,09MAR2003
003801,240,2002,35,6523,999,99,8,09MAR2003
003801,240,2002,51,6259,999,99,1630,09MAR2003
003801,255,2002,00,5929,000,00,4399,09MAR2003
003801,255,2002,11,6119,001,11,4169,09MAR2003
003801,255,2002,11,6141,001,11,40,09MAR2003
003801,255,2002,11,6142,001,11,190,09MAR2003
003801,258,2002,00,5929,000,00,59222,09MAR2003
003801,258,2002,11,6239,001,11,1000,09MAR2003
003801,258,2002,11,6269,999,99,1516,09MAR2003
